tempo_s,freq_khz,potencia_db_rel
1.008,4.09375,-70
1.08,4.09375,-70
1.16,4.09375,-70
1.232,4.09375,-70
1.312,4.09375,-70
1.384,4.09375,-70
1.464,4.09375,-70
1.536,4.09375,-70
1.616,4.09375,-70
1.688,4.09375,-70
1.768,4.09375,-70
1.84,4.09375,-70
1.92,4.09375,-70
1.992,4.09375,-70
2.072,4.09375,-70
2.144,4.09375,-70
2.224,4.09375,-70
2.296,4.09375,-70
2.376,4.09375,-70
2.448,4.09375,-70
2.528,4.09375,-70
2.6,4.09375,-70
2.68,4.09375,-70
2.752,4.09375,-70
2.832,4.09375,-70
2.904,4.09375,-70
2.984,4.09375,-70
